,0,1,2,3
3830,DB00582,DB08912,1.1476445198059082,1
4319,DB00486,DB00988,1.1476268768310547,1
16852,DB00484,DB01340,1.147523283958435,1
1221,DB04884,DB09068,1.1475101709365845,1
6782,DB08062,DB08463,1.1475012302398682,0
17640,DB00682,DB08887,1.1473968029022217,1
2979,DB00991,DB01208,1.1473517417907715,1
5873,DB00710,DB01082,1.1473337411880493,1
20575,DB01118,DB09118,1.1473305225372314,1
18751,DB01614,DB06723,1.1473262310028076,1
20060,DB00996,DB01201,1.1473232507705688,1
2326,DB00260,DB00898,1.1472586393356323,1
6898,DB14066,DB12808,1.1472582817077637,0
18702,DB00608,DB05812,1.1472454071044922,1
22612,DB07108,DB08122,1.147245168685913,0
21652,DB00642,DB01656,1.1472337245941162,1
20134,DB06290,DB08932,1.1471946239471436,1
22681,DB06558,DB08723,1.1471484899520874,0
4357,DB00864,DB09118,1.1471447944641113,1
17422,DB00283,DB00295,1.1471340656280518,1
17239,DB00237,DB00700,1.147080898284912,1
228,DB00304,DB06695,1.147079348564148,1
544,DB00622,DB00752,1.1470553874969482,1
6482,DB00331,DB01208,1.1468833684921265,1
18930,DB00421,DB00956,1.1468673944473267,1
5384,DB00181,DB06216,1.1468043327331543,1
5904,DB01173,DB01215,1.1468019485473633,1
1136,DB01142,DB01353,1.146758794784546,1
19553,DB00216,DB00673,1.1467456817626953,1
2354,DB00612,DB09118,1.1465474367141724,1
17813,DB00181,DB01235,1.1465394496917725,1
2684,DB00530,DB00585,1.1465359926223755,1
22704,DB03208,DB01681,1.1464239358901978,0
2690,DB00387,DB00921,1.1463565826416016,1
2862,DB00384,DB00492,1.146344780921936,1
5566,DB00715,DB08907,1.1463342905044556,1
21072,DB00607,DB00798,1.1462111473083496,1
5581,DB00368,DB00937,1.1461681127548218,1
5061,DB00468,DB01124,1.1461626291275024,1
6367,DB00215,DB00736,1.1460182666778564,1
2359,DB00370,DB05271,1.146012544631958,1
3850,DB00683,DB09073,1.1458543539047241,1
18245,DB01032,DB01066,1.1458375453948975,1
18327,DB01656,DB09330,1.1458337306976318,1
22695,DB09009,DB16132,1.1458044052124023,0
19636,DB01118,DB04861,1.1457115411758423,1
3663,DB08877,DB09063,1.1456831693649292,1
504,DB00270,DB00976,1.145634412765503,1
2064,DB01624,DB08899,1.1455943584442139,1
6613,DB00199,DB00862,1.1455808877944946,1
20045,DB01403,DB04871,1.1455174684524536,1
17427,DB01340,DB04884,1.145514965057373,1
22145,DB12960,DB16141,1.1455110311508179,0
18839,DB00470,DB01620,1.1455047130584717,1
18649,DB00270,DB01235,1.1455012559890747,1
1754,DB00625,DB01244,1.145491123199463,1
3846,DB01254,DB08820,1.145415186882019,1
2020,DB00691,DB00862,1.1454076766967773,1
2928,DB00414,DB00860,1.145339012145996,1
283,DB00387,DB00761,1.1452786922454834,1
7423,DB04220,DB00541,1.145188570022583,0
5866,DB00710,DB01377,1.145171880722046,1
19709,DB00490,DB01238,1.1451194286346436,1
3714,DB00523,DB09073,1.1451160907745361,1
7911,DB01483,DB13992,1.1450510025024414,0
2819,DB00831,DB01233,1.1450495719909668,1
2658,DB00508,DB04896,1.1450259685516357,1
5652,DB01357,DB08907,1.1449828147888184,1
5742,DB00610,DB09082,1.1449670791625977,1
18365,DB00402,DB08912,1.1449466943740845,1
1834,DB01193,DB05039,1.1449311971664429,1
17944,DB00844,DB09072,1.1448593139648438,1
3181,DB00165,DB00252,1.144850492477417,1
919,DB00829,DB08912,1.144669532775879,1
18597,DB00321,DB00482,1.1446614265441895,1
18903,DB00956,DB01221,1.1446208953857422,1
18009,DB00611,DB00899,1.144606351852417,1
867,DB00986,DB11315,1.1444717645645142,1
20138,DB00283,DB09290,1.144442081451416,1
16848,DB01002,DB09063,1.1443513631820679,1
18424,DB00182,DB00283,1.1442828178405762,1
1127,DB00968,DB01367,1.1442042589187622,1
17346,DB00275,DB06212,1.144099473953247,1
19987,DB00544,DB00682,1.1440941095352173,1
6127,DB00690,DB01173,1.144061803817749,1
13990,DB00201,DB00935,1.144044041633606,1
20169,DB01232,DB01590,1.1440058946609497,1
4255,DB01082,DB01147,1.143970251083374,1
6442,DB00412,DB00755,1.143944263458252,1
4381,DB00208,DB01254,1.143890619277954,1
2920,DB00794,DB06636,1.1438639163970947,1
779,DB00490,DB06290,1.143826961517334,1
16724,DB01577,DB06603,1.1437948942184448,1
22699,DB07311,DB06823,1.1437498331069946,0
7830,DB00162,DB00886,1.143743872642517,0
7746,DB15250,DB09477,1.1436879634857178,0
4404,DB00503,DB08867,1.1436777114868164,1
7352,DB12572,DB13848,1.1436649560928345,0
17010,DB09330,DB09401,1.143644094467163,1
18141,DB00390,DB01177,1.1436002254486084,1
16735,DB01009,DB06228,1.1435844898223877,1
21630,DB00381,DB00872,1.1435632705688477,1
20004,DB00794,DB00997,1.1434823274612427,1
4834,DB00307,DB00475,1.1434568166732788,1
17400,DB00808,DB09220,1.1434016227722168,1
18570,DB00417,DB01024,1.1433830261230469,1
22474,DB08177,DB05408,1.1433534622192383,0
459,DB00486,DB00610,1.1433491706848145,1
6859,DB02499,DB00573,1.143338680267334,0
20285,DB01623,DB06148,1.1433026790618896,1
19925,DB00604,DB01232,1.1432955265045166,1
20379,DB00437,DB06724,1.143261432647705,1
22973,DB03700,DB13134,1.1432279348373413,0
19441,DB00737,DB01403,1.1431820392608643,1
1253,DB00313,DB00593,1.1431564092636108,1
18840,DB03619,DB06441,1.1431410312652588,1
7882,DB00809,DB02891,1.1431406736373901,0
20737,DB00521,DB06709,1.143120527267456,1
413,DB00565,DB01111,1.1430082321166992,1
3065,DB00427,DB00816,1.142998218536377,1
3128,DB01238,DB01259,1.1429941654205322,1
19615,DB00470,DB06714,1.1429027318954468,1
4702,DB00285,DB00477,1.1428143978118896,1
1747,DB00440,DB01208,1.1427772045135498,1
2428,DB00498,DB00784,1.142711877822876,1
17521,DB00717,DB06206,1.1426825523376465,1
19607,DB00327,DB01037,1.1426043510437012,1
6268,DB00586,DB00749,1.1425926685333252,1
4143,DB00404,DB04908,1.1425453424453735,1
23135,DB15348,DB07060,1.142531156539917,0
22988,DB01694,DB03168,1.1424411535263062,0
18001,DB01029,DB01143,1.1424322128295898,1
4769,DB00243,DB08873,1.1423627138137817,1
23018,DB13709,DB13835,1.1423503160476685,0
17843,DB00252,DB09101,1.142347812652588,1
19703,DB00582,DB01018,1.142326831817627,1
19376,DB00988,DB01203,1.1423066854476929,1
17490,DB00470,DB00723,1.1422548294067383,1
21064,DB00396,DB00559,1.1422454118728638,1
2941,DB00195,DB00374,1.1422221660614014,1
20088,DB00555,DB00603,1.1422030925750732,1
20163,DB08820,DB09065,1.1421787738800049,1
21705,DB00328,DB01296,1.1421573162078857,1
4671,DB02546,DB04817,1.1421490907669067,1
833,DB00220,DB08899,1.1421256065368652,1
5968,DB00334,DB01178,1.1420423984527588,1
22445,DB09308,DB12223,1.1420156955718994,0
6194,DB00370,DB06717,1.1418546438217163,1
19897,DB01045,DB09079,1.1418299674987793,1
1021,DB01151,DB04924,1.1418213844299316,1
17966,DB00398,DB01136,1.1418120861053467,1
122,DB00391,DB06216,1.141800045967102,1
5265,DB00449,DB00668,1.1417802572250366,1
3368,DB00906,DB09073,1.1417415142059326,1
21557,DB08873,DB09262,1.1416387557983398,1
18168,DB00762,DB01263,1.1416115760803223,1
4346,DB00932,DB01045,1.141538381576538,1
7780,DB08909,DB08619,1.1415228843688965,0
20443,DB00417,DB00684,1.1414873600006104,1
5944,DB01041,DB01403,1.1414810419082642,1
5992,DB00976,DB01259,1.141456127166748,1
6563,DB00927,DB06701,1.1414536237716675,1
18100,DB04272,DB09123,1.1414111852645874,1
17180,DB00268,DB04841,1.1413429975509644,1
1807,DB00368,DB00388,1.1412606239318848,1
1596,DB00503,DB08439,1.1412198543548584,1
21419,DB00273,DB05271,1.1411986351013184,1
715,DB00734,DB01149,1.1411726474761963,1
20653,DB00241,DB01244,1.1411147117614746,1
22401,DB07891,DB04361,1.141075849533081,0
697,DB00281,DB08820,1.1410613059997559,1
23182,DB13693,DB03811,1.140961766242981,0
4587,DB00767,DB04871,1.1409587860107422,1
272,DB00482,DB08912,1.1409265995025635,1
2845,DB01355,DB08867,1.1409106254577637,1
6463,DB00762,DB08896,1.140892505645752,1
19087,DB00343,DB08827,1.1408767700195312,1
22385,DB12947,DB03891,1.1408650875091553,0
22556,DB02502,DB02482,1.1408436298370361,0
18619,DB00932,DB00974,1.140753984451294,1
19286,DB00186,DB00344,1.1407243013381958,1
5051,DB00468,DB00903,1.1406891345977783,1
21345,DB00975,DB06480,1.140622854232788,1
7174,DB13625,DB02596,1.1406182050704956,0
927,DB01174,DB08883,1.1405763626098633,1
6822,DB04541,DB07204,1.1405649185180664,0
1630,DB00972,DB01623,1.1405634880065918,1
23336,DB08585,DB02520,1.1405017375946045,0
7076,DB09325,DB12745,1.1404579877853394,0
17083,DB00557,DB01189,1.1404201984405518,1
20268,DB00294,DB06717,1.1404163837432861,1
19613,DB00237,DB00653,1.1403844356536865,1
19548,DB00736,DB00864,1.1402840614318848,1
7070,DB14199,DB13276,1.1402662992477417,0
19625,DB00798,DB01605,1.140236496925354,1
16778,DB00224,DB00528,1.1401445865631104,1
4627,DB00370,DB00964,1.1401185989379883,1
21872,DB01987,DB11896,1.1400985717773438,0
7339,DB01496,DB04505,1.1400909423828125,0
7800,DB09028,DB07286,1.1400599479675293,0
21169,DB00780,DB00924,1.1400409936904907,1
7584,DB11729,DB16733,1.1400346755981445,0
3146,DB00999,DB01392,1.1400322914123535,1
20993,DB01196,DB11093,1.1400039196014404,1
4495,DB01406,DB08827,1.1397533416748047,1
18157,DB00422,DB01037,1.1397396326065063,1
7288,DB08947,DB03754,1.1397358179092407,0
21584,DB00897,DB01264,1.1396949291229248,1
481,DB01100,DB01166,1.139691948890686,1
16712,DB00540,DB09290,1.1396801471710205,1
21381,DB00206,DB01151,1.1395862102508545,1
3654,DB06480,DB08881,1.1395426988601685,1
19177,DB01201,DB08896,1.139521598815918,1
4710,DB00865,DB08912,1.1395066976547241,1
1014,DB00465,DB01551,1.13949453830719,1
18919,DB00104,DB01165,1.1394429206848145,1
6862,DB05465,DB03098,1.1394352912902832,0
18893,DB00588,DB00598,1.139359951019287,1
2639,DB01253,DB06288,1.1393502950668335,1
690,DB00159,DB06684,1.1393193006515503,1
7529,DB05327,DB04633,1.139294147491455,0
22792,DB09167,DB12009,1.1392830610275269,0
5709,DB00273,DB09117,1.1392772197723389,1
4797,DB00572,DB00972,1.1392543315887451,1
21971,DB08670,DB04189,1.1392433643341064,0
6001,DB00181,DB00333,1.1392149925231934,1
19028,DB01015,DB09268,1.1391390562057495,1
7353,DB01598,DB03710,1.1390573978424072,0
18018,DB01045,DB04951,1.139017105102539,1
3263,DB01200,DB01238,1.1389743089675903,1
6140,DB00956,DB01151,1.1389644145965576,1
7396,DB11743,DB04636,1.1388319730758667,0
3094,DB01149,DB09034,1.138803243637085,1
19708,DB00346,DB00722,1.1387630701065063,1
1215,DB00524,DB00672,1.1387431621551514,1
6719,DB12285,DB11645,1.1386152505874634,0
19510,DB00334,DB01151,1.1386151313781738,1
4033,DB00722,DB00734,1.1385741233825684,1
5915,DB00211,DB09009,1.1385202407836914,1
16737,DB01019,DB09271,1.1384191513061523,1
6997,DB15988,DB06441,1.1383826732635498,0
21901,DB01669,DB12678,1.1383603811264038,0
1510,DB00307,DB05676,1.1383512020111084,1
21735,DB14537,DB01908,1.1383165121078491,0
19749,DB01234,DB01319,1.1382991075515747,1
19752,DB00470,DB00967,1.1382901668548584,1
155,DB00404,DB01320,1.138279914855957,1
1308,DB01061,DB01418,1.138256311416626,1
22138,DB01440,DB01464,1.1382548809051514,0
4284,DB00734,DB04871,1.138231635093689,1
4007,DB01039,DB01120,1.1382313966751099,1
5064,DB00241,DB00661,1.1381969451904297,1
4081,DB00722,DB01356,1.1381747722625732,1
22987,DB02390,DB02386,1.1381139755249023,0
5690,DB01087,DB06697,1.1380747556686401,1
21825,DB16076,DB08073,1.138023853302002,0
4761,DB00337,DB08880,1.1379835605621338,1
5699,DB00706,DB05521,1.1379252672195435,1
7586,DB12260,DB06714,1.137833833694458,0
3848,DB00897,DB05521,1.1378206014633179,1
4424,DB00688,DB01602,1.1377472877502441,1
4245,DB00559,DB01241,1.1377370357513428,1
6808,DB00279,DB15670,1.1376228332519531,0
20198,DB00559,DB01198,1.1375949382781982,1
3324,DB00252,DB04908,1.137542724609375,1
19533,DB00457,DB01074,1.1375102996826172,1
4685,DB01558,DB09072,1.1374849081039429,1
20606,DB00945,DB09295,1.1374707221984863,1
6267,DB00615,DB09074,1.1374213695526123,1
2272,DB00503,DB09034,1.1374200582504272,1
5025,DB00474,DB04825,1.1373553276062012,1
16752,DB00165,DB01355,1.1373324394226074,1
6025,DB00215,DB00738,1.1372928619384766,1
706,DB00881,DB01590,1.1372921466827393,1
6445,DB00337,DB09063,1.1371746063232422,1
1335,DB00220,DB00877,1.1370453834533691,1
22094,DB15380,DB03456,1.1370041370391846,0
6560,DB00903,DB01016,1.1369612216949463,1
8323,DB01588,DB03277,1.1369481086730957,0
7164,DB02219,DB13105,1.1369117498397827,0
5455,DB00514,DB00850,1.1368587017059326,1
20881,DB00712,DB00974,1.136847972869873,1
5413,DB01354,DB01359,1.136825680732727,1
22686,DB03058,DB06786,1.13667893409729,0
8155,DB12048,DB04288,1.136432409286499,0
4329,DB00834,DB01095,1.1363977193832397,1
17875,DB00381,DB01211,1.1363576650619507,1
3556,DB06826,DB08976,1.1362941265106201,1
20966,DB00578,DB00688,1.1362054347991943,1
21645,DB00459,DB00898,1.136178731918335,1
3256,DB00434,DB01017,1.1361706256866455,1
1570,DB00277,DB00829,1.1361639499664307,1
852,DB00448,DB01263,1.1360819339752197,1
5574,DB00834,DB01181,1.1360743045806885,1
19964,DB00418,DB01015,1.136035680770874,1
20891,DB00593,DB06204,1.13601553440094,1
3785,DB00258,DB01579,1.1359812021255493,1
7483,DB03583,DB11291,1.1359126567840576,0
2032,DB01063,DB01168,1.135801076889038,1
4599,DB04884,DB09063,1.135796070098877,1
18074,DB00246,DB00366,1.1357758045196533,1
17652,DB00956,DB01242,1.1357533931732178,1
21978,DB00569,DB01740,1.1356754302978516,0
3362,DB00248,DB01267,1.1355488300323486,1
17709,DB00946,DB08918,1.135523796081543,1
22569,DB01207,DB09473,1.1355035305023193,0
1715,DB00951,DB09104,1.1354379653930664,1
2138,DB01151,DB08897,1.1354138851165771,1
17805,DB00841,DB06714,1.1353951692581177,1
22186,DB01163,DB08784,1.1353565454483032,0
22178,DB03056,DB11750,1.1353464126586914,0
2055,DB00441,DB04817,1.1353405714035034,1
18289,DB01409,DB09290,1.1352484226226807,1
5868,DB00420,DB01041,1.135228157043457,1
4782,DB00246,DB06335,1.1351895332336426,1
22491,DB04460,DB11343,1.1351513862609863,0
1129,DB00708,DB09118,1.1350327730178833,1
1782,DB00977,DB01016,1.135014533996582,1
23262,DB12150,DB02451,1.1349682807922363,0
21690,DB00384,DB06715,1.1347318887710571,1
19860,DB00273,DB00956,1.1347193717956543,1
17031,DB00498,DB08976,1.1346238851547241,1
1347,DB01254,DB04817,1.1346224546432495,1
18017,DB06176,DB09065,1.134596586227417,1
6381,DB01390,DB08912,1.1345932483673096,1
22871,DB07011,DB04470,1.134566307067871,0
6146,DB01151,DB06704,1.1345373392105103,1
17749,DB00988,DB09009,1.1344462633132935,1
7672,DB07979,DB04749,1.1344130039215088,0
18088,DB00864,DB09082,1.134371042251587,1
20738,DB00374,DB09026,1.1343140602111816,1
20924,DB00438,DB00798,1.1342530250549316,1
6914,DB11398,DB12729,1.1342302560806274,0
5263,DB01656,DB08895,1.1341567039489746,1
1206,DB00661,DB01254,1.1341406106948853,1
1682,DB00872,DB01115,1.1338765621185303,1
21163,DB00673,DB06237,1.133813738822937,1
7642,DB07227,DB01615,1.1337087154388428,0
928,DB00341,DB01232,1.1336967945098877,1
18543,DB00413,DB01068,1.133567452430725,1
2689,DB00358,DB09119,1.1334335803985596,1
3817,DB00737,DB00898,1.1333938837051392,1
21523,DB00611,DB00715,1.1333808898925781,1
3052,DB00482,DB00657,1.133359670639038,1
3635,DB01203,DB08895,1.1333223581314087,1
411,DB00295,DB00734,1.1333024501800537,1
21622,DB00734,DB09026,1.1332979202270508,1
7491,DB07593,DB00524,1.133218765258789,0
20345,DB00906,DB06717,1.1331826448440552,1
7315,DB01357,DB09289,1.1331720352172852,0
20752,DB01166,DB06228,1.1330636739730835,1
3544,DB00393,DB09282,1.1329454183578491,1
5528,DB00331,DB01355,1.1329165697097778,1
4789,DB00590,DB01054,1.1329147815704346,1
21749,DB02848,DB15686,1.1329138278961182,0
17201,DB01263,DB06218,1.1328918933868408,1
5715,DB00540,DB01012,1.1328729391098022,1
945,DB00363,DB01120,1.1328246593475342,1
2621,DB01353,DB08931,1.132819414138794,1
4880,DB00722,DB01119,1.132760763168335,1
3509,DB00564,DB00990,1.1327283382415771,1
20735,DB00363,DB01587,1.1327115297317505,1
7480,DB01273,DB07859,1.1326795816421509,0
17191,DB00104,DB00908,1.1326417922973633,1
5107,DB00273,DB00496,1.1326146125793457,1
7046,DB14524,DB04863,1.1325452327728271,0
22946,DB14219,DB03374,1.132538080215454,0
6157,DB00252,DB09280,1.1323254108428955,1
7950,DB08789,DB00630,1.1322686672210693,0
3863,DB00622,DB00956,1.1322317123413086,1
8104,DB02413,DB06766,1.1321642398834229,0
22342,DB06651,DB01295,1.13212251663208,0
5102,DB04896,DB06704,1.132087230682373,1
6797,DB01564,DB15456,1.1320641040802002,0
6855,DB01409,DB04715,1.132047176361084,0
19674,DB00470,DB01176,1.1318308115005493,1
5215,DB00537,DB00564,1.131808876991272,1
3922,DB00310,DB00437,1.1317740678787231,1
2399,DB00187,DB00277,1.1317601203918457,1
19922,DB00184,DB01026,1.1317329406738281,1
19069,DB01175,DB01618,1.1317311525344849,1
7563,DB05520,DB03974,1.131711721420288,0
20412,DB00748,DB00972,1.131709337234497,1
4085,DB00343,DB00615,1.1317071914672852,1
22124,DB14543,DB00956,1.1316028833389282,0
21014,DB00310,DB00391,1.1315271854400635,1
5424,DB00758,DB01074,1.1315208673477173,1
5827,DB00321,DB09042,1.1314369440078735,1
624,DB00211,DB00343,1.1313903331756592,1
4131,DB00831,DB09290,1.1313871145248413,1
18056,DB00425,DB01595,1.1313502788543701,1
21614,DB00331,DB00877,1.1312166452407837,1
19488,DB01117,DB01233,1.1310925483703613,1
3365,DB00333,DB09048,1.1310235261917114,1
20257,DB01242,DB01392,1.1309857368469238,1
19741,DB00374,DB00436,1.1309027671813965,1
22477,DB04894,DB06070,1.1308887004852295,0
19377,DB08881,DB09054,1.130875825881958,1
22220,DB07895,DB06677,1.130873441696167,0
4345,DB01365,DB01551,1.1308472156524658,1
18014,DB00307,DB00773,1.1307928562164307,1
3602,DB00206,DB00612,1.1307926177978516,1
18098,DB00186,DB01151,1.1307519674301147,1
22502,DB04459,DB07809,1.1307148933410645,0
838,DB00425,DB00737,1.130653738975525,1
942,DB00305,DB00363,1.1306390762329102,1
4595,DB01211,DB06335,1.1306145191192627,1
5132,DB00388,DB00610,1.1305758953094482,1
21826,DB01430,DB01827,1.1305277347564697,0
931,DB00220,DB00582,1.130526065826416,1
8238,DB14645,DB03800,1.1305198669433594,0
21521,DB00422,DB08815,1.1304913759231567,1
1119,DB00222,DB00880,1.1303681135177612,1
20785,DB00273,DB00524,1.1303563117980957,1
3054,DB00401,DB00457,1.1302982568740845,1
21776,DB01028,DB15194,1.1302965879440308,0
986,DB00850,DB06603,1.1302928924560547,1
7864,DB06209,DB01166,1.130083680152893,0
18051,DB00482,DB00613,1.1300467252731323,1
22189,DB09140,DB02140,1.1300327777862549,0
84,DB00220,DB00860,1.129852294921875,1
23148,DB13683,DB08255,1.1298284530639648,0
4386,DB00091,DB01601,1.1298229694366455,1
23139,DB04873,DB01806,1.1298191547393799,0
20729,DB01115,DB02703,1.1298105716705322,1
21416,DB06176,DB08873,1.1296530961990356,1
23297,DB08860,DB07736,1.1296402215957642,0
4721,DB00989,DB03128,1.129610300064087,1
16703,DB00983,DB01576,1.1295791864395142,1
3431,DB00283,DB08893,1.1295218467712402,1
4591,DB00661,DB00741,1.1294795274734497,1
21610,DB01251,DB01395,1.1294775009155273,1
3274,DB00186,DB00450,1.1294676065444946,1
17626,DB00295,DB00752,1.129462718963623,1
93,DB00245,DB01409,1.1294105052947998,1
22478,DB00713,DB08658,1.1293716430664062,0
5306,DB01184,DB09083,1.1292474269866943,1
23058,DB12343,DB07109,1.1290802955627441,0
1479,DB00794,DB06605,1.1290283203125,1
3007,DB00472,DB00675,1.1290276050567627,1
8110,DB06866,DB03546,1.128950834274292,0
1326,DB00997,DB01156,1.1289050579071045,1
3269,DB00243,DB08916,1.1288998126983643,1
8650,DB03575,DB08949,1.1288179159164429,0
7937,DB13371,DB01435,1.1287952661514282,0
204,DB00588,DB09054,1.1287634372711182,1
23059,DB12505,DB11796,1.1286420822143555,0
1140,DB00749,DB01014,1.1285982131958008,1
21730,DB04926,DB14102,1.128507137298584,0
22225,DB13337,DB02270,1.1284198760986328,0
4923,DB00488,DB00780,1.1283974647521973,1
4467,DB00875,DB09290,1.1283659934997559,1
18284,DB01100,DB09065,1.1283540725708008,1
22128,DB05143,DB06742,1.1283366680145264,0
19521,DB00231,DB00425,1.1282975673675537,1
4152,DB00784,DB00919,1.128208875656128,1
8129,DB02622,DB03189,1.128190279006958,0
4807,DB00783,DB04905,1.1281839609146118,1
2523,DB00204,DB00808,1.1281801462173462,1
4741,DB01418,DB09053,1.1281776428222656,1
18003,DB01115,DB01244,1.1281301975250244,1
73,DB00433,DB01247,1.1281112432479858,1
4344,DB00854,DB01173,1.1279867887496948,1
20704,DB00208,DB04946,1.1279714107513428,1
22745,DB15618,DB15575,1.127967119216919,0
19901,DB00227,DB00343,1.127875804901123,1
7583,DB12764,DB01267,1.1277871131896973,0
4888,DB00601,DB04896,1.127763032913208,1
18205,DB00605,DB01275,1.1277470588684082,1
5999,DB00997,DB09291,1.12774658203125,1
17530,DB00457,DB09009,1.127725601196289,1
19731,DB00237,DB00269,1.1277021169662476,1
6518,DB00363,DB08871,1.1276288032531738,1
2173,DB00484,DB00628,1.1275519132614136,1
2611,DB00484,DB01198,1.1275420188903809,1
6882,DB08963,DB00308,1.1275285482406616,0
18606,DB00346,DB01167,1.127514362335205,1
2307,DB01100,DB01403,1.1274818181991577,1
18426,DB00384,DB00761,1.1274702548980713,1
5080,DB00371,DB00425,1.127395749092102,1
19045,DB00678,DB01119,1.1273512840270996,1
22104,DB14555,DB14194,1.1273462772369385,0
18634,DB01050,DB03619,1.127302885055542,1
2752,DB00484,DB00968,1.1271960735321045,1
6844,DB15648,DB02825,1.127180576324463,0
1688,DB00921,DB01224,1.1271697282791138,1
6044,DB00806,DB08822,1.1271617412567139,1
6435,DB00784,DB06605,1.1270672082901,1
680,DB00252,DB00823,1.1270641088485718,1
7015,DB08101,DB03389,1.1270297765731812,0
5082,DB00933,DB04871,1.1270198822021484,1
22054,DB02589,DB16561,1.1270145177841187,0
19926,DB01149,DB08864,1.1267905235290527,1
20731,DB01331,DB03615,1.1267414093017578,1
5762,DB00214,DB00586,1.1267112493515015,1
6431,DB01190,DB01339,1.1266920566558838,1
588,DB01073,DB01097,1.1265974044799805,1
19957,DB00482,DB01021,1.1265331506729126,1
1975,DB00344,DB09076,1.1265006065368652,1
18016,DB00864,DB01601,1.1264455318450928,1
2906,DB00418,DB00717,1.126426100730896,1
17469,DB00519,DB01261,1.1263792514801025,1
6679,DB00854,DB06767,1.1263747215270996,1
21182,DB00476,DB01156,1.1261887550354004,1
3115,DB00187,DB06663,1.1261066198349,1
6787,DB01893,DB03185,1.1260406970977783,0
5841,DB01022,DB01083,1.1260297298431396,1
7010,DB08602,DB15284,1.1260148286819458,0
22526,DB01966,DB03470,1.1260050535202026,0
7792,DB11817,DB01199,1.1259922981262207,0
22863,DB03388,DB06258,1.1259561777114868,0
23216,DB02425,DB07569,1.1258997917175293,0
17514,DB01203,DB09214,1.125807523727417,1
17456,DB01068,DB09073,1.1258028745651245,1
5245,DB00458,DB03880,1.1257320642471313,1
6614,DB00263,DB00270,1.1256680488586426,1
18324,DB08903,DB09268,1.1256613731384277,1
1433,DB00211,DB00373,1.1256052255630493,1
17909,DB00384,DB01050,1.1256048679351807,1
3307,DB00196,DB00270,1.125604510307312,1
3706,DB00450,DB00494,1.1255760192871094,1
60,DB01175,DB09167,1.1255364418029785,1
1475,DB00388,DB00830,1.1254994869232178,1
17850,DB00706,DB00715,1.1254417896270752,1
21628,DB00191,DB06701,1.1254067420959473,1
6275,DB00368,DB00610,1.1253952980041504,1
22760,DB02608,DB13420,1.1252660751342773,0
5099,DB01211,DB09143,1.1252577304840088,1
16911,DB00834,DB01263,1.125192403793335,1
4936,DB00270,DB09282,1.125169038772583,1
1002,DB00640,DB01223,1.1251208782196045,1
22780,DB02261,DB14661,1.125101089477539,0
19664,DB00337,DB01101,1.125099778175354,1
17119,DB00295,DB00850,1.1250839233398438,1
22323,DB08325,DB13834,1.1250519752502441,0
22108,DB02565,DB03450,1.1250122785568237,0
18209,DB00615,DB00705,1.124991536140442,1
3287,DB00455,DB09280,1.1249642372131348,1
17764,DB00470,DB04844,1.1247758865356445,1
22207,DB07121,DB04970,1.1245169639587402,0
13017,DB00882,DB06649,1.1244778633117676,0
1875,DB01013,DB01609,1.1244044303894043,1
21146,DB00427,DB00867,1.124401330947876,1
797,DB00186,DB00215,1.1243767738342285,1
1418,DB00321,DB01560,1.124295711517334,1
7828,DB13514,DB16534,1.1242575645446777,0
130,DB00337,DB00620,1.1240968704223633,1
22866,DB03233,DB05724,1.124018669128418,0
20990,DB00191,DB00588,1.1239569187164307,1
20031,DB00653,DB00732,1.1238970756530762,1
2996,DB00181,DB00418,1.1238811016082764,1
3448,DB00875,DB04896,1.1238529682159424,1
23138,DB11511,DB16624,1.1237597465515137,0
22039,DB14530,DB08915,1.1236963272094727,0
7776,DB02079,DB02033,1.123694896697998,0
6079,DB00311,DB01364,1.1236798763275146,1
6320,DB00209,DB00387,1.1236345767974854,1
2994,DB08873,DB08912,1.123532772064209,1
18624,DB00564,DB01418,1.12348210811615,1
17868,DB00495,DB08880,1.1234631538391113,1
7494,DB07832,DB07875,1.1234349012374878,0
6793,DB05553,DB08085,1.1234183311462402,0
19958,DB00434,DB08893,1.1234056949615479,1
5232,DB08910,DB09118,1.1233994960784912,1
5176,DB00366,DB00486,1.1233563423156738,1
9,DB00126,DB06723,1.1232823133468628,1
19085,DB00390,DB01211,1.1232643127441406,1
3391,DB00737,DB06201,1.1232510805130005,1
5269,DB00307,DB01015,1.1231932640075684,1
20930,DB00691,DB01590,1.123192548751831,1
20025,DB01320,DB08865,1.123156189918518,1
17047,DB00461,DB09053,1.123021125793457,1
21611,DB00622,DB08933,1.1229151487350464,1
8279,DB09459,DB01243,1.1228176355361938,0
7071,DB05939,DB06871,1.1227670907974243,0
6336,DB00363,DB00669,1.1227645874023438,1
5134,DB00503,DB00641,1.1226494312286377,1
5385,DB01072,DB01624,1.1226431131362915,1
2260,DB00412,DB01021,1.1226375102996826,1
16902,DB00391,DB01069,1.1226214170455933,1
3058,DB00222,DB00903,1.122575283050537,1
301,DB00678,DB00794,1.1224465370178223,1
2362,DB00554,DB09026,1.1224067211151123,1
688,DB01200,DB06288,1.1223938465118408,1
19105,DB00014,DB00622,1.122392177581787,1
21540,DB00373,DB00468,1.122367024421692,1
1360,DB00977,DB06290,1.1223316192626953,1
17591,DB00753,DB00951,1.1223030090332031,1
22166,DB02850,DB07263,1.122230887413025,0
824,DB00436,DB00912,1.1222257614135742,1
